 ADE1  A 50109S001  1
 DARR  A 50134M001  4
 STR1  A 50119M002  6
 SYDN  A 50124M003  1
 HOB2  A 50116M004  5
 MOBS  A 50182M001  2
 HIL1  A 50141S001  5
 ADE2  A 50109S001  1
 CBLT  A 59979M001  1
 WOOL  A 50143M003  1
 BUR1  A 50144M001  3
 UNSW  A 50190M001  1
 BNDY  A 50185M001  1
 JAB1  A 50136M001 10
